Column1,movie_title,year,place,rating,vote,link,duration,genre
621, Hero,2002,622,7.9,121887,/title/tt0299977/,120 min," Action, Adventure, Drama            "
622, Ran,1985,623,8.2,"8,175,000",/title/tt0089881/,162 min," Action, Drama, War            "
623, Seven Pounds,2008,624,7.6,64,/title/tt0814314/,123 min, Drama            
624, A Man Called Ove,2015,625,7.7,133815,/title/tt4080728/,116 min," Comedy, Drama, Romance            "
625, The Last King of Scotland,2006,626,7.7,"5,080,409",/title/tt0455590/,123 min," Biography, Drama, History            "
626, Dangal,2016,627,8.3,115406,/title/tt5074352/,161 min," Action, Biography, Drama            "
627, Tumbbad,2018,628,8.2,238,/title/tt8239946/,104 min," Drama, Fantasy, Horror            "
628, The Wind Rises,2013,629,7.7,103048,/title/tt2013293/,126 min," Animation, Biography, Drama            "
629, Klaus,2019,630,8.1,"9,450,000",/title/tt4729430/,96 min," Animation, Adventure, Comedy            "
630, Roman Holiday,1953,631,8,75776,/title/tt0046250/,118 min," Comedy, Romance            "
631, Mother,2009,632,7.8,"13,474,588",/title/tt1216496/,129 min," Crime, Drama, Mystery            "
632, Paprika,2006,633,7.7,76552,/title/tt0851578/,90 min," Animation, Drama, Fantasy            "
633, Belle de Jour,1967,634,7.7,100561,/title/tt0061395/,100 min," Drama, Romance            "
634, Neon Genesis Evangelion: The End of Evangelion,1997,635,8,"2,500,000",/title/tt0169858/,87 min," Animation, Action, Drama            "
635, Once (I),2007,636,7.8,31272,/title/tt0907657/,86 min," Drama, Music, Romance            "
636, Castle in the Sky,1986,637,8,"37,823,676",/title/tt0092067/,125 min," Animation, Adventure, Family            "
637, Ray (I),2004,638,7.7,237030,/title/tt0350258/,152 min," Biography, Drama, Music            "
638, Like Stars on Earth,2007,639,8.3,"5,383,834",/title/tt0986264/,165 min," Drama, Family            "
639, The Third Man,1949,640,8.1,234,/title/tt0041959/,93 min," Film-Noir, Mystery, Thriller            "
640, The Wild Bunch,1969,641,7.9,93176,/title/tt0065214/,135 min," Action, Adventure, Western            "
641, La Dolce Vita,1960,642,8,"48,169,908",/title/tt0053779/,174 min," Comedy, Drama            "
642, Invasion of the Body Snatchers,1956,643,7.7,179996,/title/tt0049366/,80 min," Drama, Horror, Sci-Fi            "
643, Black Book,2006,644,7.7,"53,710,019",/title/tt0389557/,145 min," Drama, Thriller, War            "
644, Batman: Mask of the Phantasm,1993,645,7.8,123161,/title/tt0106364/,76 min," Animation, Action, Adventure            "
645, Pink Floyd: The Wall,1982,646,8,"4,135,750",/title/tt0084503/,95 min," Drama, Fantasy, Music            "
646, Mommy (I),2004,647,8,139,/title/tt3612616/,139 min, Drama            
647, Open Your Eyes,1997,648,7.7,299631,/title/tt0125659/,119 min," Drama, Mystery, Sci-Fi            "
648, Who's Afraid of Virginia Woolf?,1966,649,8,"69,951,824",/title/tt0061184/,131 min, Drama            
649, Rebel Without a Cause,1955,650,7.7,53570,/title/tt0048545/,111 min, Drama            
650,1 Nausicaä of the Valley of the Wind,1984,651,8,166020,/title/tt0087544/,117 min," Animation, Adventure, Sci-Fi            "
651,2 Being There,1979,652,8,"495,770",/title/tt0078841/,130 min," Comedy, Drama            "
652,3 The Great Dictator,1940,653,8.4,71595,/title/tt0032553/,125 min," Comedy, Drama, War            "
653,4 The World's Fastest Indian,2005,654,7.8,"30,177,511",/title/tt0412080/,127 min," Biography, Drama, Sport            "
654,5 The Message,1976,655,8.1,219868,/title/tt0074896/,177 min," Biography, Drama, History            "
655,6 Shoplifters,2018,656,7.9,"288,475",/title/tt8075192/,121 min," Crime, Drama            "
656,7 Short Term 12,2013,657,7.9,63,/title/tt2370248/,96 min, Drama            
657,9,2011,658,7.6,54480,/title/tt1306980/,100 min," Comedy, Drama, Romance            "
658,9 Detachment,2011,659,7.7,"5,128,124",/title/tt1683526/,98 min, Drama            
659,0 The Hustler,1961,660,8,46978,/title/tt0054997/,134 min," Drama, Sport            "
660, The Cabinet of Dr Caligari,1920,661,8,73627,/title/tt0010323/,67 min," Horror, Mystery, Thriller            "
661, Dial M for Murder,1954,662,8.2,"3,313,513",/title/tt0046912/,105 min," Crime, Thriller            "
662, The Asphalt Jungle,1950,663,7.8,86934,/title/tt0042208/,112 min," Crime, Drama, Film-Noir            "
663, Me and Earl and the Dying Girl,2015,664,7.7,"1,010,414",/title/tt2582496/,105 min," Comedy, Drama            "
664, Wolfwalkers,2020,665,8,327139,/title/tt5198068/,103 min," Animation, Adventure, Family            "
665, The Quiet Man,1952,666,7.7,"35,014,192",/title/tt0045061/,129 min," Comedy, Drama, Romance            "
666, Stagecoach,1939,667,7.8,83743,/title/tt0031971/,96 min," Adventure, Drama, Western            "
667, Anatomy of a Murder,1959,668,8,"71,177",/title/tt0052561/,161 min," Drama, Mystery            "
668, The Legend of 1900,1998,669,8,81005,/title/tt0120731/,169 min," Drama, Music, Romance            "
669, Bicycle Thieves,1948,670,8.3,"8,284,000",/title/tt0040522/,89 min, Drama            
670, Badlands,1973,671,7.7,62498,/title/tt0069762/,94 min," Action, Crime, Drama            "
671, The Best Years of Our Lives,1946,672,8.1,172209,/title/tt0036868/,170 min," Drama, Romance, War            "
672, The Treasure of the Sierra Madre,1948,673,8.2,"12,562",/title/tt0040897/,126 min," Adventure, Drama, Western            "
673, Days of Heaven,1978,674,7.8,162,/title/tt0077405/,94 min," Drama, Romance            "
674, Z,1969,675,8.2,26554,/title/tt0065234/,127 min," Crime, Drama, Thriller            "
675, Dragon Ball Super: Broly,2018,676,7.8,130007,/title/tt7961060/,100 min," Animation, Action, Adventure            "
676, Three Colors: Blue,1993,677,7.9,"6,743,776",/title/tt0108394/,94 min," Drama, Music, Mystery            "
677, The Grapes of Wrath,1940,678,8.1,30300,/title/tt0032551/,129 min, Drama            
678, Patton,1970,679,7.9,38221,/title/tt0066206/,172 min," Biography, Drama, War            "
679, Nebraska,2013,680,7.7,"10,550,000",/title/tt1821549/,115 min," Adventure, Comedy, Drama            "
680, Run Lola Run,1998,681,7.7,48148,/title/tt0130827/,80 min," Crime, Drama, Thriller            "
681, Wings of Desire,1987,682,8,65399,/title/tt0093191/,128 min," Drama, Fantasy, Romance            "
682, Rope,1948,683,7.9,"11,900,000",/title/tt0040746/,80 min," Crime, Drama, Mystery            "
683, Rashomon,1950,684,8.2,63326,/title/tt0042876/,88 min," Crime, Drama, Mystery            "
684, The Day of the Jackal,1973,685,7.8,"259,127",/title/tt0069947/,143 min," Crime, Drama, Thriller            "
685, The Chaser,2008,686,7.8,160557,/title/tt1190539/,125 min," Action, Crime, Drama            "
686, The Killing Fields,1984,687,7.8,"332,930",/title/tt0087553/,141 min," Biography, Drama, History            "
687, Judgment at Nuremberg,1961,688,8.3,122,/title/tt0055031/,179 min," Drama, War            "
688, Whisper of the Heart,1995,689,7.9,71929,/title/tt0113824/,111 min," Animation, Drama, Family            "
689, Waking Life,2001,690,7.7,63026,/title/tt0243017/,99 min," Animation, Drama, Fantasy            "
690, Secrets & Lies,1996,691,8,"23,650,000",/title/tt0117589/,136 min," Comedy, Drama            "
691," South Park: Bigger, Longer & Uncut",1999,692,7.7,226,/title/tt0158983/,81 min," Animation, Comedy, Fantasy            "
692, Guess Who's Coming to Dinner,1967,693,7.8,122957,/title/tt0061735/,108 min," Comedy, Drama            "
693, Breaking the Waves,1996,694,7.8,"5,014,000",/title/tt0115751/,159 min, Drama            
694, Sabrina,1954,695,7.6,146,/title/tt0047437/,113 min," Comedy, Drama, Romance            "
695, Letters from Iwo Jima,2006,696,7.9,57344,/title/tt0498380/,141 min," Action, Adventure, Drama            "
696, Frankenstein,1931,697,7.8,28153,/title/tt0021884/,70 min," Drama, Horror, Sci-Fi            "
697, Beasts of No Nation,2015,698,7.7,"83,305",/title/tt1365050/,137 min," Drama, War            "
698, The Thin Man,1934,699,7.9,26197,/title/tt0025878/,91 min," Comedy, Mystery            "
699, Fantasia,1940,700,7.7,"30,712,119",/title/tt0032455/,125 min," Animation, Family, Fantasy            "
